timestamp,funding_rate
2022-01-02 08:00:00+00:00,0.0008251017489983784
2022-01-02 16:00:00+00:00,0.0004352079223000354
2022-01-03 00:00:00+00:00,0.0007820743057892628
2022-01-03 08:00:00+00:00,0.00015208461085019646
2022-01-03 16:00:00+00:00,0.00042689072394720316
2022-01-04 00:00:00+00:00,0.0005664155893425105
2022-01-04 08:00:00+00:00,0.0008391235669463933
2022-01-04 16:00:00+00:00,0.00018376696388002715
2022-01-05 00:00:00+00:00,0.0008180770304233012
2022-01-05 08:00:00+00:00,0.0002792606886728107
2022-01-05 16:00:00+00:00,0.00029222543429870265
2022-01-06 00:00:00+00:00,0.0007926900603489347
2022-01-06 08:00:00+00:00,0.000798177611083732
2022-01-06 16:00:00+00:00,0.0006015609168927621
2022-01-07 00:00:00+00:00,0.0004319225054124173
2022-01-07 08:00:00+00:00,0.0009741834868244503
2022-01-07 16:00:00+00:00,0.0009672962169060092
2022-01-08 00:00:00+00:00,0.0002235676053131543
2022-01-08 08:00:00+00:00,0.0005660291052331934
2022-01-08 16:00:00+00:00,0.0005999146456151732
2022-01-09 00:00:00+00:00,0.0006755573361967343
2022-01-09 08:00:00+00:00,0.0006256815284318675
2022-01-09 16:00:00+00:00,0.000494506616609819
2022-01-10 00:00:00+00:00,0.0006965653654899288
2022-01-10 08:00:00+00:00,0.000428954271229024
2022-01-10 16:00:00+00:00,0.0006208434112477785
2022-01-11 00:00:00+00:00,0.0007488263496334733
2022-01-11 08:00:00+00:00,0.0003834812194981372
2022-01-11 16:00:00+00:00,0.0006536269012108677
2022-01-12 00:00:00+00:00,0.00043516130930561464
2022-01-12 08:00:00+00:00,0.0004727784131777759
2022-01-12 16:00:00+00:00,0.0004636056766672049
2022-01-13 00:00:00+00:00,0.000550487432255651
2022-01-13 08:00:00+00:00,0.0006245798734018044
2022-01-13 16:00:00+00:00,0.0003326631311272927
2022-01-14 00:00:00+00:00,0.0005139674605133378
2022-01-14 08:00:00+00:00,0.000602998123735602
2022-01-14 16:00:00+00:00,0.0005371999101555056
2022-01-15 00:00:00+00:00,0.000509994834312363
2022-01-15 08:00:00+00:00,0.0006989272374290441
2022-01-15 16:00:00+00:00,0.000655300617547063
2022-01-16 00:00:00+00:00,0.0004136732591851339
2022-01-16 08:00:00+00:00,0.00040502693748888476
2022-01-16 16:00:00+00:00,0.0003477664089876523
2022-01-17 00:00:00+00:00,0.0008480321106159517
2022-01-17 08:00:00+00:00,0.000118109421182141
2022-01-17 16:00:00+00:00,0.0006552541789477931
2022-01-18 00:00:00+00:00,0.00027469684341379985
2022-01-18 08:00:00+00:00,0.0006392503737497715
2022-01-18 16:00:00+00:00,0.00018865862119230693
2022-01-19 00:00:00+00:00,0.0003544099395319585
2022-01-19 08:00:00+00:00,0.0007079903411060403
2022-01-19 16:00:00+00:00,0.00044321084190755483
2022-01-20 00:00:00+00:00,0.000716831875647626
2022-01-20 08:00:00+00:00,0.0005525912038781446
2022-01-20 16:00:00+00:00,0.0003883728665347968
2022-01-21 00:00:00+00:00,0.0004800570830968752
2022-01-21 08:00:00+00:00,0.00046264689548421444
2022-01-21 16:00:00+00:00,0.0005577626699124357
2022-01-22 00:00:00+00:00,0.0002617014113766271
2022-01-22 08:00:00+00:00,0.000477089780331532
2022-01-22 16:00:00+00:00,0.000762143336459065
2022-01-23 00:00:00+00:00,0.0005480918480001582
2022-01-23 08:00:00+00:00,0.00047125308220507346
2022-01-23 16:00:00+00:00,0.0008083364696053635
2022-01-24 00:00:00+00:00,0.0006772328486352688
2022-01-24 08:00:00+00:00,0.0008953612558015862
2022-01-24 16:00:00+00:00,0.0006161333605433484
2022-01-25 00:00:00+00:00,0.00040750142112889597
2022-01-25 08:00:00+00:00,0.00022492224801349913
2022-01-25 16:00:00+00:00,0.0007211192687065193
2022-01-26 00:00:00+00:00,0.000712430295258595
2022-01-26 08:00:00+00:00,-0.00013985210037297348
2022-01-26 16:00:00+00:00,-5.8831042694016636e-05
2022-01-27 00:00:00+00:00,0.0001948124175073733
2022-01-27 08:00:00+00:00,-9.454350836484339e-05
2022-01-27 16:00:00+00:00,-4.2166087328217875e-05
2022-01-28 00:00:00+00:00,0.00010193501289889761
2022-01-28 08:00:00+00:00,-0.00017488243507679204
2022-01-28 16:00:00+00:00,7.15747707119958e-05
2022-01-29 00:00:00+00:00,-9.305204809259615e-05
2022-01-29 08:00:00+00:00,-0.00024545013025911743
2022-01-29 16:00:00+00:00,-0.00011699267969090196
2022-01-30 00:00:00+00:00,-7.194384348267054e-05
2022-01-30 08:00:00+00:00,0.0002940898614458411
2022-01-30 16:00:00+00:00,-8.411793785841138e-05
2022-01-31 00:00:00+00:00,5.593225274540335e-05
2022-01-31 08:00:00+00:00,6.280509466606055e-05
2022-01-31 16:00:00+00:00,0.00021928043112504845
2022-02-01 00:00:00+00:00,0.00023483761510754511
2022-02-01 08:00:00+00:00,0.00010227703984684308
2022-02-01 16:00:00+00:00,8.048472035559372e-05
2022-02-02 00:00:00+00:00,0.00013331228536635114
2022-02-02 08:00:00+00:00,1.2390288654906938e-05
2022-02-02 16:00:00+00:00,-4.3808806353980886e-05
2022-02-03 00:00:00+00:00,7.370142678235942e-05
2022-02-03 08:00:00+00:00,-5.1938694360308525e-05
2022-02-03 16:00:00+00:00,-0.00010311500031184861
2022-02-04 00:00:00+00:00,-0.00016055799840902435
2022-02-04 08:00:00+00:00,0.00017814349062681244
2022-02-04 16:00:00+00:00,3.580283110168155e-05
