timestamp,spot_open,spot_close,perp_open,perp_close,pair
2022-01-02 08:00:00+00:00,30207.27889390428,30207.27889390428,30254.275674140317,30254.275674140317,BTC/USD
2022-01-02 16:00:00+00:00,30207.27889390428,29623.10354347685,30254.275674140317,29630.510265263547,BTC/USD
2022-01-03 00:00:00+00:00,29623.10354347685,30090.0828262857,29630.510265263547,30101.51263627148,BTC/USD
2022-01-03 08:00:00+00:00,30090.0828262857,30678.776347572595,30101.51263627148,30661.792210087257,BTC/USD
2022-01-03 16:00:00+00:00,30678.776347572595,29551.870496418847,30661.792210087257,29568.9461380671,BTC/USD
2022-01-04 00:00:00+00:00,29551.870496418847,28831.49651810562,29568.9461380671,28822.72176144672,BTC/USD
2022-01-04 08:00:00+00:00,28831.49651810562,28930.013305805933,28822.72176144672,28923.45560837756,BTC/USD
2022-01-04 16:00:00+00:00,28930.013305805933,28776.746488467863,28923.45560837756,28790.81260726934,BTC/USD
2022-01-05 00:00:00+00:00,28776.746488467863,28793.15321911666,28790.81260726934,28755.63003792918,BTC/USD
2022-01-05 08:00:00+00:00,28793.15321911666,28340.201382751336,28755.63003792918,28376.40945568097,BTC/USD
2022-01-05 16:00:00+00:00,28340.201382751336,28859.9636602284,28376.40945568097,28864.174657115556,BTC/USD
2022-01-06 00:00:00+00:00,28859.9636602284,29330.660657209242,28864.174657115556,29360.71740913609,BTC/USD
2022-01-06 08:00:00+00:00,29330.660657209242,29395.172028857363,29360.71740913609,29369.882309858127,BTC/USD
2022-01-06 16:00:00+00:00,29395.172028857363,30080.36898234461,29369.882309858127,30058.15366429469,BTC/USD
2022-01-07 00:00:00+00:00,30080.36898234461,30385.211297935934,30058.15366429469,30356.96763094359,BTC/USD
2022-01-07 08:00:00+00:00,30385.211297935934,29903.543850326318,30356.96763094359,29909.53168027045,BTC/USD
2022-01-07 16:00:00+00:00,29903.543850326318,30148.052973750484,29909.53168027045,30149.644388215773,BTC/USD
2022-01-08 00:00:00+00:00,30148.052973750484,29612.159712706183,30149.644388215773,29601.15792313535,BTC/USD
2022-01-08 08:00:00+00:00,29612.159712706183,30154.688502527042,29601.15792313535,30130.22535002187,BTC/USD
2022-01-08 16:00:00+00:00,30154.688502527042,30152.255381545234,30130.22535002187,30121.702794193043,BTC/USD
2022-01-09 00:00:00+00:00,30152.255381545234,30070.01473525349,30121.702794193043,30068.848405972232,BTC/USD
2022-01-09 08:00:00+00:00,30070.01473525349,29697.208004044413,30068.848405972232,29686.146702094513,BTC/USD
2022-01-09 16:00:00+00:00,29697.208004044413,30446.386899404686,29686.146702094513,30429.687494804464,BTC/USD
2022-01-10 00:00:00+00:00,30446.386899404686,30381.440687742623,30429.687494804464,30419.042933711855,BTC/USD
2022-01-10 08:00:00+00:00,30381.440687742623,30154.021709619665,30419.042933711855,30152.035749389677,BTC/USD
2022-01-10 16:00:00+00:00,30154.021709619665,29973.131664657103,30152.035749389677,30003.58539591979,BTC/USD
2022-01-11 00:00:00+00:00,29973.131664657103,30315.44995090738,30003.58539591979,30302.517327023117,BTC/USD
2022-01-11 08:00:00+00:00,30315.44995090738,30561.341927359823,30302.517327023117,30567.32648072373,BTC/USD
2022-01-11 16:00:00+00:00,30561.341927359823,30837.859907692433,30567.32648072373,30836.491298398392,BTC/USD
2022-01-12 00:00:00+00:00,30837.859907692433,31127.937886049192,30836.491298398392,31085.66310060547,BTC/USD
2022-01-12 08:00:00+00:00,31127.937886049192,32494.601793266178,31085.66310060547,32531.732420856668,BTC/USD
2022-01-12 16:00:00+00:00,32494.601793266178,32265.249836912615,32531.732420856668,32261.761224994807,BTC/USD
2022-01-13 00:00:00+00:00,32265.249836912615,31970.98733980385,32261.761224994807,31990.07832176392,BTC/USD
2022-01-13 08:00:00+00:00,31970.98733980385,31492.328111335595,31990.07832176392,31473.381603114067,BTC/USD
2022-01-13 16:00:00+00:00,31492.328111335595,31904.38960855654,31473.381603114067,31900.182201056778,BTC/USD
2022-01-14 00:00:00+00:00,31904.38960855654,32649.18621008735,31900.182201056778,32626.544590794718,BTC/USD
2022-01-14 08:00:00+00:00,32649.18621008735,32605.522265687723,32626.544590794718,32637.762566527803,BTC/USD
2022-01-14 16:00:00+00:00,32605.522265687723,32100.72234195422,32637.762566527803,32108.719513951983,BTC/USD
2022-01-15 00:00:00+00:00,32100.72234195422,31613.470294144285,32108.719513951983,31622.753362753952,BTC/USD
2022-01-15 08:00:00+00:00,31613.470294144285,32048.899772626686,31622.753362753952,32083.722418709356,BTC/USD
2022-01-15 16:00:00+00:00,32048.899772626686,32549.51749072214,32083.722418709356,32579.62817173707,BTC/USD
2022-01-16 00:00:00+00:00,32549.51749072214,32928.274199854866,32579.62817173707,32948.43532696423,BTC/USD
2022-01-16 08:00:00+00:00,32928.274199854866,32529.882402548745,32948.43532696423,32492.88350382265,BTC/USD
2022-01-16 16:00:00+00:00,32529.882402548745,32707.99208614603,32492.88350382265,32689.78867243751,BTC/USD
2022-01-17 00:00:00+00:00,32707.99208614603,32812.56448719963,32689.78867243751,32786.21237183898,BTC/USD
2022-01-17 08:00:00+00:00,32812.56448719963,32983.491896755375,32786.21237183898,33002.68917810603,BTC/USD
2022-01-17 16:00:00+00:00,32983.491896755375,33583.15514674764,33002.68917810603,33587.73997125634,BTC/USD
2022-01-18 00:00:00+00:00,33583.15514674764,33761.35071767867,33587.73997125634,33723.7942553194,BTC/USD
2022-01-18 08:00:00+00:00,33761.35071767867,34245.40964609883,33723.7942553194,34240.23874778451,BTC/USD
2022-01-18 16:00:00+00:00,34245.40964609883,34321.77463671443,34240.23874778451,34280.75016721965,BTC/USD
2022-01-19 00:00:00+00:00,34321.77463671443,34548.32727029759,34280.75016721965,34546.85809610049,BTC/USD
2022-01-19 08:00:00+00:00,34548.32727029759,35010.90153849828,34546.85809610049,34964.53667150097,BTC/USD
2022-01-19 16:00:00+00:00,35010.90153849828,34053.63133010895,34964.53667150097,34068.0381273065,BTC/USD
2022-01-20 00:00:00+00:00,34053.63133010895,33870.93913804699,34068.0381273065,33881.18069732928,BTC/USD
2022-01-20 08:00:00+00:00,33870.93913804699,33589.647065905774,33881.18069732928,33640.916919114934,BTC/USD
2022-01-20 16:00:00+00:00,33589.647065905774,33200.61708968234,33640.916919114934,33223.13702282248,BTC/USD
2022-01-21 00:00:00+00:00,33200.61708968234,33051.39791766604,33223.13702282248,33040.215591782646,BTC/USD
2022-01-21 08:00:00+00:00,33051.39791766604,34066.99039641973,33040.215591782646,34089.28574522867,BTC/USD
2022-01-21 16:00:00+00:00,34066.99039641973,33522.653386520324,34089.28574522867,33485.170665054895,BTC/USD
2022-01-22 00:00:00+00:00,33522.653386520324,34197.11404842806,33485.170665054895,34170.78302011081,BTC/USD
2022-01-22 08:00:00+00:00,34197.11404842806,33114.94730622134,34170.78302011081,33123.77290413744,BTC/USD
2022-01-22 16:00:00+00:00,33114.94730622134,32927.44936351898,33123.77290413744,32870.5968383318,BTC/USD
