symbol,announcement_date,actual_eps,consensus_eps,surprise_pct,revenue_beat,guidance,has_exdiv_within_30d,next_earnings_date
SYN0000,2021-06-02,0.5963549983085893,0.6147961628361938,-2.999557518793083,False,lower,False,2021-08-18
SYN0000,2021-08-18,1.7410437060982706,1.6918187967313392,2.9095852027437026,False,maintain,False,2021-11-16
SYN0000,2021-11-16,1.912694776576764,1.9034867056087477,0.4837475849389445,True,maintain,False,2022-02-04
SYN0000,2022-02-04,1.841219809380627,1.908245625651253,-3.5124312808395013,False,lower,False,2022-05-03
SYN0000,2022-05-03,2.6953685616388436,3.0841205583656564,-12.604954617364921,False,lower,False,2022-07-26
SYN0000,2022-07-26,1.9109817008979464,2.3998065855213473,-20.369345078582906,False,lower,False,2022-10-14
SYN0000,2022-10-14,0.7959977079466719,0.8649455352942562,-7.971349008019117,False,lower,False,2023-01-04
SYN0000,2023-01-04,2.685835640837033,2.839177085900847,-5.400911617147691,False,maintain,True,2023-03-31
SYN0000,2023-03-31,1.4418350196871912,1.399726284619671,3.0083549569808907,True,maintain,False,2023-06-27
SYN0000,2023-06-27,0.8490591354478018,0.8337992727480028,1.830160231431504,True,maintain,False,2023-09-20
SYN0000,2023-09-20,2.5224240062668724,2.9683926502835316,-15.023910127727262,False,maintain,False,2023-12-13
SYN0000,2023-12-13,1.5725653033935316,1.5157486442896186,3.7484222280496207,True,lower,False,2024-02-28
SYN0000,2024-02-28,2.2644925090737207,2.187663342460668,3.511928235111159,True,lower,False,2024-05-27
SYN0000,2024-05-27,0.7937609556315037,0.800752818651898,-0.873161212490676,False,lower,False,2024-08-13
SYN0000,2024-08-13,1.4930832536820602,1.2949142573467165,15.303638461854018,False,raise,False,2024-11-11
SYN0000,2024-11-11,1.2151182546009882,1.132127727447553,7.330491528596534,True,raise,False,2025-02-05
SYN0000,2025-02-05,2.60538663879218,2.3550655757223864,10.629048534795489,True,maintain,False,2025-04-22
SYN0000,2025-04-22,2.747303940801284,2.752654525072016,-0.19437907016652392,True,maintain,False,2025-07-21
SYN0000,2025-07-21,1.4787671042110784,1.3466809803880753,9.808271279285439,True,raise,False,2025-09-26
SYN0000,2025-09-26,2.8267112213615513,3.095816388299123,-8.692542876724723,False,lower,False,
SYN0001,2021-05-31,0.8156035914157054,0.7982131825493743,2.1786672090266266,True,lower,False,2021-08-18
SYN0001,2021-08-18,1.9357432199138789,1.9839625221903765,-2.430454292214221,False,lower,False,2021-11-10
SYN0001,2021-11-10,0.7077069367301287,0.7489565971545018,-5.507616940833717,False,lower,False,2022-02-09
SYN0001,2022-02-09,0.8937940897217149,0.8619112573535602,3.699085270802558,True,maintain,False,2022-04-27
SYN0001,2022-04-27,0.7784124319664699,0.7590725941782963,2.5478245343726456,True,maintain,False,2022-07-22
SYN0001,2022-07-22,2.342879366792994,2.228401403575869,5.137223618394102,True,lower,False,2022-10-12
SYN0001,2022-10-12,2.6414379428729764,2.959787315273382,-10.755819202198357,False,maintain,False,2023-01-03
SYN0001,2023-01-03,1.4998780776687273,1.615971785888256,-7.184142027313628,False,maintain,False,2023-03-28
SYN0001,2023-03-28,2.9437649603223277,2.909151140909223,1.189825407362184,True,maintain,False,2023-06-20
SYN0001,2023-06-20,0.7161185331720156,0.829350585050156,-13.653098450674223,False,lower,False,2023-09-15
SYN0001,2023-09-15,1.11481912647284,1.141550042581572,-2.3416333153718956,False,maintain,False,2023-12-08
SYN0001,2023-12-08,1.9759230179601652,2.034460413768004,-2.8772934293384576,False,maintain,False,2024-02-27
SYN0001,2024-02-27,2.0311137883496295,2.0399385914246544,-0.43260140830326566,True,maintain,False,2024-05-23
SYN0001,2024-05-23,1.5250742842757798,1.678145999346195,-9.121477817189428,False,lower,False,2024-08-14
SYN0001,2024-08-14,2.7732532891006763,2.9010908841162006,-4.40653533867035,False,maintain,False,2024-11-08
SYN0001,2024-11-08,1.0640949640758977,1.0160649967111797,4.727056587933095,False,raise,False,2025-02-05
SYN0001,2025-02-05,1.6079449681132194,1.6805147442731778,-4.318306424103686,False,raise,False,2025-04-28
SYN0001,2025-04-28,1.4102709056049376,1.6121255883055523,-12.521027156003207,False,maintain,False,2025-07-23
SYN0001,2025-07-23,2.973599766749362,3.2445627471618934,-8.351294196715726,False,lower,False,2025-09-26
SYN0001,2025-09-26,1.596017726325372,1.4909450482946953,7.047387705593583,True,raise,False,
